tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Davis Cup,Jo-Wilfried Tsonga,Tobias Kamke,Jo-Wilfried Tsonga,Reverse Singles,102,10,67,86,64,42,64,57,,,,,,,79,40,0,46,58,61,14,,0,,,,,,,60,21,http://www.tennisinsight.com/match_stats_popup.php?matchID=184953103
French Open Slam,Jo-Wilfried Tsonga,Roger Federer,Jo-Wilfried Tsonga,Quarter Final,111,2,75,81,53,42,53,43,26,22,"
								","
								",177,142,74,47,0,67,58,42,19,,67,25,34,"
                            ","
                            ",184,150,53,26,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224504
ATP World Tour Masters 1000 Rome,Jo-Wilfried Tsonga,Milos Raonic,Milos Raonic,R16,108,6,62,75,70,24,70,0,,,,,,,73,28,7,62,76,63,25,,25,,,,,,,71,26,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=4&p=R975
Wimbledon Slam,Jo-Wilfried Tsonga,David Goffin,Jo-Wilfried Tsonga,Round of 128,114,18,68,86,52,34,52,50,47,13,"
								","
								",186,152,75,34,2,71,66,66,14,,0,40,10,"
                            ","
                            ",172,146,66,25,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604149
Australian Open Slam,Jo-Wilfried Tsonga,Gilles Simon,Jo-Wilfried Tsonga,Round of 32,113,17,66,80,65,21,65,50,40,29,20,27,189,149,75,31,7,53,79,58,20,,0,21,25,23,28,181,137,69,25,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704307
Australian Open Slam,Jo-Wilfried Tsonga,Go Soeda,Jo-Wilfried Tsonga,Round of 64,123,17,58,83,57,26,57,75,44,33,"
								","
								",189,147,72,33,5,55,74,57,17,,25,20,26,"
                            ","
                            ",182,148,67,28,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954225
ATP World Tour Masters 1000 Monte Carlo,Jo-Wilfried Tsonga,Nikolay Davydenko,Jo-Wilfried Tsonga,R32,87,7,66,77,54,34,54,50,,,,,,,69,41,0,79,66,30,22,,100,,,,,,,58,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=3&p=T786
Wimbledon Slam,Jo-Wilfried Tsonga,Ernests Gulbis,Ernests Gulbis,Round of 64,119,9,68,70,48,23,48,20,19,14,"
                            ","
                            ",181,149,63,33,12,61,77,52,30,52,38,45,24,"
								","
								",199,177,67,37,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604225
Marseille,Jo-Wilfried Tsonga,Gilles Simon,Jo-Wilfried Tsonga,S,63,7,74,77,75,46,75,40,,,,,,,76,46,3,59,53,54,22,,0,,,,,,,53,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2013&r=6&p=T786
Australian Open Slam,Jo-Wilfried Tsonga,Thomaz Bellucci,Jo-Wilfried Tsonga,Round of 64,135,14,64,86,55,35,55,33,47,28,16,24,191,151,75,39,9,45,65,59,14,,25,19,29,13,18,186,158,61,25,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704213
Australian Open Slam,Jo-Wilfried Tsonga,Filippo Volandri,Jo-Wilfried Tsonga,Round of 128,110,15,62,73,74,38,74,38,36,25,12,15,184,137,73,44,2,57,63,47,27,,50,28,39,20,31,169,142,56,27,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704125
Marseille,Jo-Wilfried Tsonga,Tomas Berdych,Jo-Wilfried Tsonga,F,130,17,70,77,41,14,41,50,,,,,,,66,24,11,68,85,55,22,,14,,,,,,,75,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2013&r=7&p=T786
ATP World Tour Masters 1000 Paris,Jo-Wilfried Tsonga,Nicolas Almagro,Jo-Wilfried Tsonga,R16,105,10,66,79,70,25,70,0,,,,,,,76,27,6,70,75,65,20,,0,,,,,,,72,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2012&r=4&p=T786
Australian Open Slam,Jo-Wilfried Tsonga,Roger Federer,Roger Federer,Round of 16,112,8,52,70,55,13,55,0,29,28,11,25,191,146,63,20,7,57,88,69,30,45,43,43,21,34,41,184,152,80,38,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704404
Valencia,Jo-Wilfried Tsonga,Xavier Malisse,Xavier Malisse,R32,24,0,50,57,42,25,42,0,,,,,,,50,20,3,40,75,83,42,,33,,,,,,,80,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=573&y=2012&r=3&p=M680
ATP World Tour Masters 1000 Paris,Jo-Wilfried Tsonga,Julien Benneteau,Jo-Wilfried Tsonga,R32,145,15,60,72,52,33,52,57,,,,,,,64,39,5,70,66,48,27,,27,,,,,,,60,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2012&r=3&p=T786
Australian Open Slam,Jo-Wilfried Tsonga,Blaz Kavcic,Jo-Wilfried Tsonga,Round of 32,79,7,71,76,65,58,65,78,45,24,"
								","
								",194,143,72,53,1,68,42,58,24,,20,8,23,"
                            ","
                            ",179,149,47,28,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954313
French Open Slam,Jo-Wilfried Tsonga,Aljaz Bedene,Jo-Wilfried Tsonga,Round of 128,107,5,50,80,58,45,58,60,29,33,"
								","
								",189,140,69,50,4,62,55,41,20,,25,15,35,"
                            ","
                            ",190,148,50,31,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224149
ATP World Tour Masters 1000 Paris,Jo-Wilfried Tsonga,David Ferrer,David Ferrer,Q,81,5,67,75,35,22,35,0,,,,,,,62,26,1,55,77,68,25,,33,,,,,,,73,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2012&r=5&p=F401
ATP World Tour Masters 1000 Indian Wells,Jo-Wilfried Tsonga,Milos Raonic,Jo-Wilfried Tsonga,R16,114,7,60,80,61,21,61,66,,,,,,,72,25,12,70,78,66,20,,20,,,,,,,75,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=4&p=T786
Rotterdam,Jo-Wilfried Tsonga,Igor Sijsling,Igor Sijsling,R32,121,14,70,75,51,20,51,12,,,,,,,68,31,8,57,79,54,24,,20,,,,,,,68,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2013&r=3&p=SF36
Australian Open Slam,Jo-Wilfried Tsonga,Richard Gasquet,Jo-Wilfried Tsonga,Round of 16,140,9,55,81,56,22,56,44,37,36,"
								","
								",197,147,70,34,7,58,78,49,19,,14,32,31,"
                            ","
                            ",181,147,66,30,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954407
French Open Slam,Jo-Wilfried Tsonga,Jarkko Nieminen,Jo-Wilfried Tsonga,Round of 64,116,8,65,85,68,39,68,57,35,36,"
								","
								",190,144,79,39,1,61,61,60,15,,100,24,35,"
                            ","
                            ",183,125,61,21,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224225
Marseille,Jo-Wilfried Tsonga,Bernard Tomic,Jo-Wilfried Tsonga,Q,125,19,73,86,45,28,45,11,,,,,,,75,35,7,68,71,50,13,,100,,,,,,,64,24,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2013&r=5&p=T786
ATP World Tour Masters 1000 Indian Wells,Jo-Wilfried Tsonga,Mardy Fish,Jo-Wilfried Tsonga,R32,129,9,55,68,57,33,57,42,,,,,,,63,42,3,43,66,51,32,,33,,,,,,,57,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=3&p=T786
Marseille,Jo-Wilfried Tsonga,Nikolay Davydenko,Jo-Wilfried Tsonga,R16,88,9,53,87,53,36,53,66,,,,,,,71,40,3,51,63,55,12,,0,,,,,,,60,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2013&r=4&p=T786
ATP World Tour Masters 1000 Indian Wells,Jo-Wilfried Tsonga,James Blake,Jo-Wilfried Tsonga,R64,104,4,53,74,45,31,45,33,,,,,,,61,41,0,57,68,45,25,,28,,,,,,,58,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=2&p=T786
Dubai,Jo-Wilfried Tsonga,Michael Llodra,Michael Llodra,R32,80,4,61,61,59,25,59,100,,,,,,,60,29,4,63,74,63,38,,75,,,,,,,70,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2013&r=3&p=L428
Australian Open Slam,Jo-Wilfried Tsonga,Roger Federer,Roger Federer,Quarter Final,214,20,67,75,47,23,47,56,66,61,"
                            ","
                            ",194,147,66,31,6,61,77,56,25,53,22,49,47,"
								","
								",189,156,69,34,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954504
French Open Slam,Jo-Wilfried Tsonga,Jeremy Chardy,Jo-Wilfried Tsonga,Round of 32,102,6,67,83,71,27,71,50,25,24,"
								","
								",187,144,79,39,3,65,73,38,17,,0,17,34,"
                            ","
                            ",196,168,61,21,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224313
Davis Cup,Jo-Wilfried Tsonga,Peter Gojowczyk,Peter Gojowczyk,Singles,259,39,69,75,70,23,70,20,,,,,,,74,33,21,61,77,51,25,30,13,,,,,,,67,26,http://www.tennisinsight.com/match_stats_popup.php?matchID=184953102
ATP World Tour Masters 1000 Indian Wells,Jo-Wilfried Tsonga,Novak Djokovic,Novak Djokovic,Q,55,2,62,64,26,10,26,0,,,,,,,50,13,8,73,89,80,35,,44,,,,,,,86,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=5&p=D643
ATP World Tour Masters 1000 Miami,Jo-Wilfried Tsonga,Jarkko Nieminen,Jo-Wilfried Tsonga,R32,66,5,58,76,71,25,71,42,,,,,,,74,45,1,54,74,30,23,,0,,,,,,,54,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=3&p=T786
ATP World Tour Masters 1000 Miami,Jo-Wilfried Tsonga,Viktor Troicki,Jo-Wilfried Tsonga,R64,97,6,52,72,50,34,50,50,,,,,,,61,45,5,59,65,39,27,,28,,,,,,,54,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=2&p=T786
ATP World Tour Masters 1000 Miami,Jo-Wilfried Tsonga,Marin Cilic,Marin Cilic,R16,109,4,54,66,51,22,51,25,,,,,,,59,24,2,61,77,72,33,,28,,,,,,,75,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=4&p=C977
Metz,Jo-Wilfried Tsonga,Florian Mayer,Jo-Wilfried Tsonga,S,107,9,56,79,59,34,59,33,,,,,,,70,38,6,64,65,54,20,,25,,,,,,,61,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2013&r=6&p=T786
Metz,Jo-Wilfried Tsonga,Gilles Simon,Gilles Simon,F,71,5,69,56,56,22,56,20,,,,,,,56,32,0,50,77,57,43,,80,,,,,,,67,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2013&r=7&p=SD32
Metz,Jo-Wilfried Tsonga,Edouard Roger-Vasselin,Jo-Wilfried Tsonga,R16,70,7,62,86,50,20,50,40,,,,,,,72,37,0,66,79,29,13,,0,,,,,,,62,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2013&r=4&p=T786
